href,title,libraryKindLabel,from_topicLv1Key,from_topicLv1Label,topicLv2Key,topicLv2Label,to_topicLv1Key,to_topicLv1Label,reason
thu-vien/nghi-dinh-114-2020-nd-cp-giam-30-thue-tndn-nam-2020.html,Nghị định 114/2020/NĐ-CP giảm 30% thuế TNDN năm 2020,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-115-2015-nd-cp-quy-dinh-luat-bao-hiem-xa-hoi.html,Nghi định 115/2015/NĐ-CP Quy định Luật Bảo hiểm xã hội,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-117-2025-nd-cp-thue-cua-ho-ca-nhan-kd-tren-san-thuong-mai-dien-tu.html,"Nghị định 117/2025/NĐ-CP Thuế của hộ, cá nhân kinh doanh trên sàn thương mại điện tử",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-119-2018-nd-cp-quy-dinh-ve-hoa-don-dien-tu.html,Nghị định 119/2018/NĐ-CP quy định về hóa đơn điện tử,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-12-2015-nd-cp-sua-doi-bo-sung-luat-the.html,Nghị định 12/2015/NĐ-CP Sửa đổi bổ sung các Luật về Thuế,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-12-2023-nd-cp-gia-han-nop-thue-gtgt-tndn-nam-2023.html,"Nghị định 12/2023/NĐ-CP gia hạn nộp thuế GTGT, TNDN năm 2023",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-12-vbhn-btc-huong-dan-luat-thue-thu-nhap-doanh-nghiep.html,Nghị định 12/VBHN-BTC Hướng dẫn luật thuế TNDN,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-121-2018-nd-cp-quy-dinh-ve-thang-bang-luong.html,Nghị định 121/2018/NĐ-CP quy định về Thang bảng lương,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-122-2015-quy-dinh-muc-luong-toi-thieu-vung-nam-2016.html,Nghị định 122/2015/NĐ-CP Mức lương tối thiểu vùng năm 2016,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-122-2020-nd-cp-phoi-hop-thu-tuc-thanh-lap-doanh-nghiep.html,Nghị định 122/2020/NĐ-CP phổi hợp thủ tục đăng ký thành lập doanh nghiệp,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,title-override-dn
thu-vien/nghi-dinh-123-2020-nd-cp-quy-dinh-ve-hoa-don-dien-tu.html,Nghị định 123/2020/NĐ-CP Quy định về hóa đơn điện tử,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-125-2020-nd-cp-xu-phat-vi-pham-ve-thue-hoa-don.html,"Nghị định 125/2020/NĐ-CP Xử phạt vi phạm về thuế, hóa đơn",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-126-2020-nd-cp-huong-dan-luat-quan-ly-thue.html,Nghị định 126/2020/NĐ-CP hướng dẫn Luật quản lý thuế,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-128-2025-nd-cp-quy-dinh-ve-phan-quyen-phan-cap-trong-quan-ly-nha-nuoc-linh-vuc-noi-vu.html,"Nghị định 128/2025/NĐ-CP quy định về phân quyền, phân cấp trong quản lý Nhà nước lĩnh vực nội vụ.",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-13-vbhn-btc-quy-dinh-ve-luat-thue-gtgt.html,Nghị định 13/VBHN-BTC Hướng dẫn Luật thuế giá trị gia tăng,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-139-2016-nd-cp-quy-dinh-ve-le-phi-mon-bai.html,Nghị định 139/2016/NĐ-CP Quy định về lệ phí Môn bài,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-141-2017-nd-cp-muc-luong-toi-thieu-vung-doi-voi-nld.html,Nghị định 141/2017/NĐ-CP Mức lương tối thiểu vùng đối với NLĐ,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-145-2020-nd-cp-huong-dan-thi-hanh-luat-lao-dong.html,Nghị định 145/2020/NĐ-CP hướng dẫn thi hành Luật lao động,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-146-2017-nd-cp-sua-doi-bo-sung-thue-gtgt-tndn.html,"Nghị định 146/2017/NĐ-CP Sửa đổi bổ sung Luật thuế GTGT, TNDN",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-15-2022-nd-cp-giam-thue-gtgt-tu-10-xuong-8.html,Nghị định 15/2022/NĐ-CP giảm thuế GTGT từ 10% xuống 8%,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-153-2016-nd-cp-muc-luong-toi-thieu-vung-2017.html,Nghị định 153/2016/NĐ-CP Mức lương tối thiểu vùng 2017,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-157-quy-dinh-muc-luong-toi-thieu-vung-2019.html,Nghị định 157/2018/NĐ-CP Quy định mức lương tối thiểu vùng 2019,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-158-2025-nd-cp-huong-dan-luat-bhxh.html,Nghị định 158/2025/NĐ-CP hướng dẫn Luật BHXH từ ngày 01/07/2025,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-174-2016-nd-cp-quy-dinh-ve-luat-ke-toan.html,Nghị định 174/2016/NĐ-CP Quy định một số điều của Luật kế toán,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,ke-toan,Kế toán,title-override-ketoan
thu-vien/nghi-dinh-174-2025-nd-cp-chinh-sach-giam-thue-gtgt.html,Nghị định 174/2025/NĐ-CP chính sách giảm thuế GTGT theo Nghị quyết 204/2025/QH15,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-181-2025-nd-cp-huong-dan-luat-thue-gtgt.html,Nghị định 181/2025/NĐ-CP hướng dẫn Luật Thuế GTGT có hiệu lực từ ngày 01/7/2025,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-188-2025-nd-cp-huong-dan-luat-bao-hiem-y-te.html,Nghị định 188/2025/NĐ-CP hướng dẫn Luật Bảo hiểm y tế,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-191-huong-dan-ve-kinh-phi-cong-doan.html,Nghị định 191/2013/NĐ-CP hướng dẫn về kinh phí công đoàn,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-20-2026-nd-cp-huong-dan-nghi-quyet-so-198-2025-qh15.html,Nghị định 20/2026/NĐ-CP hướng dẫn Nghị quyết số 198/2025/QH15,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-209-2013-nd-cp-quy-dinh-huong-dan-luat-thue-gtgt.html,Nghị định 209/2013/NĐ-CP Quy định chi tiết và hướng dẫn luật thuế GTGT,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-218-2013-nd-cp-huong-dan-thi-hanh-luat-thue-tndn.html,Nghị định 218/2013/NĐ-CP Hướng dẫn thi hành luật thuế TNDN,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-22-2020-nd-cp-huong-dan-ve-le-phi-mon-bai.html,Nghị định 22/2020/NĐ-CP Hướng dẫn về lệ phí môn bài,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-28-2020-nd-cp-xu-phat-vi-pham-ve-lao-dong-bhxh.html,"Nghị định 28/2020/NĐ-CP xử phạt vi phạm về lao động, BHXH",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-310-2025-nd-cp-sua-doi-quy-dinh-xu-phat-vi-pham-hanh-chinh-ve-thue-hoa-don.html,"Nghị định 310/2025/NĐ-CP sửa đổi quy định xử phạt vi phạm hành chính về thuế, hóa đơn",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-318-2025-nd-cp-huong-dan-luat-viec-lam.html,Nghị định 318/2025/NĐ-CP hướng dẫn Luật Việc làm,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-320-2025-nd-cp-huong-dan-luat-thue-tndn.html,Nghị định 320/2025/NĐ-CP hướng dẫn Luật Thuế TNDN,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-337-2025-nd-cp-hop-dong-lao-dong-dien-tu.html,Nghị định 337/2025/NĐ-CP quy định về hợp đồng lao động điện tử,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-34-2022-nd-cp-gia-han-nop-thue-gtgt-tndn-nam-2022.html,"Nghị định 34/2022/NĐ-CP gia hạn nộp thuế GTGT, TNDN năm 2022",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-359-2025-nd-cp-sua-doi-nd-181-2025-nd-cp-ve-thue-gtgt.html,Nghị định 359/2025/NĐ-CP sửa đổi NĐ 181/2025/NĐ-CP về Thuế GTGT,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-362-2025-nd-cp-huong-dan-thi-hanh-luat-phi-va-le-phi.html,Nghị định 362/2025/NĐ-CP hướng dẫn thi hành Luật Phí và lệ phí,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-373-2025-nd-cp-sua-doi-nghi-dinh-126-2020-nd-cp.html,Nghị định 373/2025/NĐ-CP sửa đổi Nghị định 126/2020/NĐ-CP về Quản lý thuế,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-38-2022-nd-cp-quy-dinh-muc-luong-toi-thieu-vung.html,Nghị định 38/2022/NĐ-CP quy định mức lương tối thiểu vùng 2022,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-39-2018-nd-cp-quy-dinh-luat-ho-tro-dn-vua-va-nho.html,Nghị định 39/2018/NĐ-CP quy định Luật hỗ trợ DN vừa và nhỏ,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-41-2018-nd-cp-quy-dinh-muc-phat-vu-pham-ke-toan.html,Nghị định 41/2018/NĐ-CP quy định mức phạt vi phạm kế toán,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,ke-toan,Kế toán,title-override-ketoan
thu-vien/nghi-dinh-41-2020-nd-cp-gia-han-thoi-han-nop-thue-va-tien-thue-dat.html,Nghị định 41/2020/NĐ-CP gia hạn thời hạn nộp thuế và tiền thuê đất,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-44-2021-nd-cp-chi-ho-tro-phong-chong-dich-covid-19.html,Nghị định 44/2021/NĐ-CP Chi hỗ trợ phòng chống dịch Covid 19,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-44-2023-nd-cp-quy-dinh-chinh-sach-giam-thue-gtgt-nam-2023.html,Nghị định 44/2023/NĐ-CP quy định chính sách Giảm Thuế GTGT năm 2023,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-47-2021-nd-cp-huong-dan-luat-doanh-nghiep.html,Nghị định 47/2021/NĐ-CP hướng dẫn Luật doanh nghiệp,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,title-override-dn
thu-vien/nghi-dinh-49-2016-nd-cp-quy-dinh-xu-phat-ve-hoa-don-le-phi.html,"Nghị định 49/2016/NĐ-CP Quy định xử phạt về hóa đơn, lệ phí",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-52-2021-gia-han-thoi-han-nop-thue-tien-thue-dat-2021.html,"Nghị định 52/2021 gia hạn thời hạn nộp thuế, tiền thuê đất 2021",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-52-2024-nd-cp-quy-dinh-ve-thanh-toan-khong-dung-tien-mat.html,Nghị định 52/2024/NĐ-CP quy định về thanh toán không dùng tiền mặt,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-68-2026-nd-cp-thue-doi-voi-ho-ca-nhan-kinh-doanh.html,"Nghị định 68/2026/NĐ-CP thuế đối với hộ, cá nhân kinh doanh",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-70-2025-nd-cp-sua-doi-nghi-dinh-123-ve-hoa-don-dien-tu.html,Nghị định 70/2025/NĐ-CP sửa đổi Nghị định 123 về hóa đơn điện tử,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-74-2024-nd-cp-quy-dinh-muc-luong-toi-thieu-vung.html,Nghị định 74/2024/NĐ-CP quy định mức lương tối thiểu vùng,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-80-2021-nd-cp-huong-dan-luat-ho-tro-dn-nho-va-vua.html,Nghị định 80/2021/NĐ-CP hướng dẫn luật hỗ trợ DN nhỏ và vừa,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-88-2015-nd-cp-xu-phat-ve-lao-dong-bhxh-kpcd.html,"Nghị định 88/2015/NĐ-CP Xử phạt về Lao động, BHXH, KPCĐ",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/nghi-dinh-90-quy-dinh-muc-luong-toi-thieu-vung-2020.html,Nghị định 90/2019/NĐ-CP Quy định mức lương tối thiểu vùng 2020,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-91-2014-nd-cp-cua-chinh-phu-quy-dinh-ve-thue.html,NGHỊ ĐỊNH 91/2014/NĐ-CP của Chính phủ quy định về Thuế,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-92-2013-nd-cp-sua-doi-bo-sung-luat-thue-tndn-gtgt.html,"Nghị định 92/2013/NĐ-CP sửa đổi, bổ sung luật thuế TNDN, GTGT",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-92-2021-nd-cp-giam-thue-tndn-gtgt-nam-2021.html,"Nghị định 92/2021/NĐ-CP về việc giảm thuế TNDN, GTGT năm 2021",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-so-103-2014-nd-cp-quy-dinh-muc-luong-toi-thieu-vung.html,Nghị định Số 103/2014/NĐ-CP Quy định mức lương tối thiểu vùng 2015,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-so-105-2014-nd-cp-luat-bao-hiem-y-te-nam-2015.html,Nghị định Số 105/2014/NĐ-CP luật bảo hiểm y tế năm 2015,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-dinh-so-83-2013-nd-cp-quy-dinh-luat-quan-ly-thue.html,Nghị định Số 83/2013/NĐ-CP quy định luật quản lý Thuế,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-dinh,Nghị định,thue,Thuế - Hóa đơn,lv2-default-tax-regulation
thu-vien/nghi-quyet-198-2025-qh15-chinh-sach-mien-giam-thue-tndn-tncn-mon-bai.html,"Nghị quyết 198/2025/QH15 chính sách miễn giảm thuế TNDN, TNCN, Môn Bài",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/nghi-quyet-204-2025-qh15-tiep-tuc-giam-thue-gtgt-8.html,Tiếp tục giảm thuế GTGT 8% từ ngày 01/7/2025 đến hết ngày 31/12/2026,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/nghi-quyet-406-nq-ubtvqh15-giam-30-thue-tndn-nam-2021.html,Nghị quyết 406/NQ-UBTVQH15 giảm 30% thuế TNDN năm 2021,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/nghi-quyet-43-2022-qh15-giam-2-thue-suat-thue-gtgt.html,Nghị quyết 43/2022/QH15 giảm 2% thuế suất thuế GTGT trong năm 2022,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/nghi-quyet-954-2020-dieu-chinh-muc-giam-tru-gia-canh-thue-tncn.html,Nghị quyết 954/2020 điều chỉnh mức giảm trừ gia cảnh thuế TNCN,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/nghi-quyet-so-116-giam-thue-tndn-phai-nop-nam-2020.html,Nghị quyết số 116 giảm thuế TNDN phải nộp năm 2020,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/quyet-dinh-1018-qd-bhxh-quy-dinh-thu-chi-bhxh-bhyt.html,"Quyết định 1018/QĐ-BHXH Quy định thu, chi BHXH, BHYT",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-108-qd-tct-quy-trinh-hoan-thue-tncn-tu-dong.html,Quyết định 108/QĐ-TCT quy trình hoàn thuế thu nhập cá nhân tự động,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/quyet-dinh-1378-qd-btc-thu-tuc-dang-ky-nguoi-phu-thuoc.html,Quyết định 1378/QĐ-BTC Thủ tục đăng ký người phụ thuộc,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,thue,Thuế - Hóa đơn,lv2-default-tax-resolution
thu-vien/quyet-dinh-166-qd-bhxh-quy-trinh-giai-quyet-che-do-bhxh.html,"Quyết định 166/QĐ-BHXH Quy trình giải quyết chế độ BHXH, BHTN",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-595-qd-bhxh-thay-the-qd-959-cua-bhxh-viet-nam.html,Quyết định 595/QĐ-BHXH thay thế QĐ 959/QĐ-BHXH của BHXH Việt Nam,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-61-qd-tld-ve-dieu-chinh-giam-muc-dong-doan-phi-cong-doan.html,Giảm mức đóng đoàn phí công đoàn từ ngày 01/07/2025,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-636-qd-bhxh-quy-dinh-ve-che-do-bhxh.html,Quyết định 636/QĐ-BHXH Quy định về chế độ BHXH,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-919-qd-bhxh-ngay-26-8-2015-cua-bhxh-viet-nam.html,Quyết định 919/QĐ-BHXH Sửa đổi bổ sung QĐ 01/QĐ-BHXH,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-959-qd-bhxh-quy-dinh-ve-bhxh-bhyt-bhtn.html,"Quyết định 959/QĐ-BHXH Quy định về BHXH, BHYT, BHTN",Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/quyet-dinh-so-01-qd-bhxh-che-do-bao-hiem-xa-hoi.html,Quyết định số 01/QĐ-BHXH Chế độ bảo hiểm xã hội,Văn bản,van-ban-phap-luat,Văn bản pháp luật,nghi-quyet-quyet-dinh,Nghị quyết - Quyết định,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/thong-tu-01-2021-tt-bkhdt-huong-dan-ve-dang-ky-doanh-nghiep.html,Thông tư 01/2021/TT-BKHĐT hướng dẫn về đăng ký doanh nghiệp,Văn bản,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,doanh-nghiep-thu-tuc,Doanh nghiệp - Thủ tục,title-override-dn
thu-vien/thong-tu-03-2015-tt-bldtbxh-dieu-chinh-tien-luong-da-dong-bhxh.html,Thông tư 03/2015/TT-BLĐTBXH điều chỉnh tiền lương đã đóng BHXH,Văn bản,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,lao-dong-bao-hiem,Lao động - Bảo hiểm,title-override-laodong
thu-vien/thong-tu-04-vbhn-btc-van-ban-hop-nhat-ve-thue-tncn.html,Thông tư 04/VBHN-BTC văn bản hợp nhất về thuế TNCN,Văn bản,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,lv2-default-tax-circular
thu-vien/thong-tu-07-2007-ttlt-btm-btc-quy-dinh-ve-khuyen-mai-hoi-cho-trien-lam.html,"Thông tư 07/2007/TTLT-BTM-BTC quy định về khuyến mãi, hội chợ, triển lãm",Văn bản,van-ban-phap-luat,Văn bản pháp luật,thong-tu,Thông tư,thue,Thuế - Hóa đơn,lv2-default-tax-circular
